window_id,truth,detector,score,threshold
ec2_cpu_utilization_24ae8d:2419:2435,0,autoencoder@0.95,0.6694167,0.8274495005607605
ec2_cpu_utilization_24ae8d:2427:2443,0,autoencoder@0.95,1.0556746,0.8274495005607605
ec2_cpu_utilization_24ae8d:2435:2451,0,autoencoder@0.95,0.5550614,0.8274495005607605
ec2_cpu_utilization_24ae8d:2443:2459,0,autoencoder@0.95,0.40962696,0.8274495005607605
ec2_cpu_utilization_24ae8d:2451:2467,0,autoencoder@0.95,6.8131123,0.8274495005607605
ec2_cpu_utilization_24ae8d:2459:2475,0,autoencoder@0.95,7.580208,0.8274495005607605
ec2_cpu_utilization_24ae8d:2467:2483,0,autoencoder@0.95,0.4323309,0.8274495005607605
ec2_cpu_utilization_24ae8d:2475:2491,0,autoencoder@0.95,0.305924,0.8274495005607605
ec2_cpu_utilization_24ae8d:2483:2499,0,autoencoder@0.95,0.24764267,0.8274495005607605
ec2_cpu_utilization_24ae8d:2491:2507,0,autoencoder@0.95,0.4357441,0.8274495005607605
ec2_cpu_utilization_24ae8d:2499:2515,0,autoencoder@0.95,0.43938157,0.8274495005607605
ec2_cpu_utilization_24ae8d:2507:2523,0,autoencoder@0.95,0.4484421,0.8274495005607605
ec2_cpu_utilization_24ae8d:2515:2531,0,autoencoder@0.95,0.5466929,0.8274495005607605
ec2_cpu_utilization_24ae8d:2523:2539,0,autoencoder@0.95,0.40278757,0.8274495005607605
ec2_cpu_utilization_24ae8d:2531:2547,0,autoencoder@0.95,0.5259813,0.8274495005607605
ec2_cpu_utilization_24ae8d:2539:2555,0,autoencoder@0.95,0.4095433,0.8274495005607605
ec2_cpu_utilization_24ae8d:2547:2563,0,autoencoder@0.95,0.3592112,0.8274495005607605
ec2_cpu_utilization_24ae8d:2555:2571,0,autoencoder@0.95,0.8124635,0.8274495005607605
ec2_cpu_utilization_24ae8d:2563:2579,0,autoencoder@0.95,1.0331941,0.8274495005607605
ec2_cpu_utilization_24ae8d:2571:2587,0,autoencoder@0.95,0.34763306,0.8274495005607605
ec2_cpu_utilization_24ae8d:2579:2595,0,autoencoder@0.95,0.24100855,0.8274495005607605
ec2_cpu_utilization_24ae8d:2587:2603,0,autoencoder@0.95,0.29893973,0.8274495005607605
ec2_cpu_utilization_24ae8d:2595:2611,0,autoencoder@0.95,0.26712412,0.8274495005607605
ec2_cpu_utilization_24ae8d:2603:2619,0,autoencoder@0.95,0.21314412,0.8274495005607605
ec2_cpu_utilization_24ae8d:2611:2627,0,autoencoder@0.95,0.15955812,0.8274495005607605
ec2_cpu_utilization_24ae8d:2619:2635,0,autoencoder@0.95,0.39045992,0.8274495005607605
ec2_cpu_utilization_24ae8d:2627:2643,0,autoencoder@0.95,0.42475715,0.8274495005607605
ec2_cpu_utilization_24ae8d:2635:2651,0,autoencoder@0.95,0.12967364,0.8274495005607605
ec2_cpu_utilization_24ae8d:2643:2659,0,autoencoder@0.95,0.11889747,0.8274495005607605
ec2_cpu_utilization_24ae8d:2651:2667,0,autoencoder@0.95,0.26878622,0.8274495005607605
ec2_cpu_utilization_24ae8d:2659:2675,0,autoencoder@0.95,0.5748114,0.8274495005607605
ec2_cpu_utilization_24ae8d:2667:2683,0,autoencoder@0.95,0.36926115,0.8274495005607605
ec2_cpu_utilization_24ae8d:2675:2691,0,autoencoder@0.95,0.21373667,0.8274495005607605
ec2_cpu_utilization_24ae8d:2683:2699,0,autoencoder@0.95,0.25178877,0.8274495005607605
ec2_cpu_utilization_24ae8d:2691:2707,0,autoencoder@0.95,0.22458044,0.8274495005607605
ec2_cpu_utilization_24ae8d:2699:2715,0,autoencoder@0.95,0.4164881,0.8274495005607605
ec2_cpu_utilization_24ae8d:2707:2723,0,autoencoder@0.95,0.3784308,0.8274495005607605
ec2_cpu_utilization_24ae8d:2715:2731,0,autoencoder@0.95,0.25053957,0.8274495005607605
ec2_cpu_utilization_24ae8d:2723:2739,0,autoencoder@0.95,0.20572563,0.8274495005607605
ec2_cpu_utilization_24ae8d:2731:2747,0,autoencoder@0.95,0.34820524,0.8274495005607605
ec2_cpu_utilization_24ae8d:2739:2755,0,autoencoder@0.95,9.524655,0.8274495005607605
ec2_cpu_utilization_24ae8d:2747:2763,0,autoencoder@0.95,9.4271965,0.8274495005607605
ec2_cpu_utilization_24ae8d:2755:2771,0,autoencoder@0.95,0.5870154,0.8274495005607605
ec2_cpu_utilization_24ae8d:2763:2779,0,autoencoder@0.95,0.4579954,0.8274495005607605
ec2_cpu_utilization_24ae8d:2771:2787,0,autoencoder@0.95,0.51544595,0.8274495005607605
ec2_cpu_utilization_24ae8d:2779:2795,0,autoencoder@0.95,0.15740159,0.8274495005607605
ec2_cpu_utilization_24ae8d:2787:2803,0,autoencoder@0.95,0.47689903,0.8274495005607605
ec2_cpu_utilization_24ae8d:2795:2811,0,autoencoder@0.95,0.6206111,0.8274495005607605
ec2_cpu_utilization_24ae8d:2803:2819,0,autoencoder@0.95,0.72604686,0.8274495005607605
ec2_cpu_utilization_24ae8d:2811:2827,0,autoencoder@0.95,0.28291723,0.8274495005607605
ec2_cpu_utilization_24ae8d:2819:2835,0,autoencoder@0.95,0.6002083,0.8274495005607605
ec2_cpu_utilization_24ae8d:2827:2843,0,autoencoder@0.95,0.60698044,0.8274495005607605
ec2_cpu_utilization_24ae8d:2835:2851,0,autoencoder@0.95,0.37117693,0.8274495005607605
ec2_cpu_utilization_24ae8d:2843:2859,0,autoencoder@0.95,0.23734163,0.8274495005607605
ec2_cpu_utilization_24ae8d:2851:2867,0,autoencoder@0.95,0.47233436,0.8274495005607605
ec2_cpu_utilization_24ae8d:2859:2875,0,autoencoder@0.95,0.39575842,0.8274495005607605
ec2_cpu_utilization_24ae8d:2867:2883,0,autoencoder@0.95,0.29941687,0.8274495005607605
ec2_cpu_utilization_24ae8d:2875:2891,0,autoencoder@0.95,0.5031836,0.8274495005607605
ec2_cpu_utilization_24ae8d:2883:2899,0,autoencoder@0.95,0.34664285,0.8274495005607605
ec2_cpu_utilization_24ae8d:2891:2907,0,autoencoder@0.95,0.1824003,0.8274495005607605
ec2_cpu_utilization_24ae8d:2899:2915,0,autoencoder@0.95,0.31043395,0.8274495005607605
ec2_cpu_utilization_24ae8d:2907:2923,0,autoencoder@0.95,0.2843506,0.8274495005607605
ec2_cpu_utilization_24ae8d:2915:2931,0,autoencoder@0.95,0.6325149,0.8274495005607605
ec2_cpu_utilization_24ae8d:2923:2939,0,autoencoder@0.95,0.6049163,0.8274495005607605
ec2_cpu_utilization_24ae8d:2931:2947,0,autoencoder@0.95,0.6065751,0.8274495005607605
ec2_cpu_utilization_24ae8d:2939:2955,0,autoencoder@0.95,0.5604687,0.8274495005607605
ec2_cpu_utilization_24ae8d:2947:2963,0,autoencoder@0.95,0.30485883,0.8274495005607605
ec2_cpu_utilization_24ae8d:2955:2971,0,autoencoder@0.95,0.25317317,0.8274495005607605
ec2_cpu_utilization_24ae8d:2963:2979,0,autoencoder@0.95,0.22103947,0.8274495005607605
ec2_cpu_utilization_24ae8d:2971:2987,0,autoencoder@0.95,0.19050545,0.8274495005607605
ec2_cpu_utilization_24ae8d:2979:2995,0,autoencoder@0.95,0.6814727,0.8274495005607605
ec2_cpu_utilization_24ae8d:2987:3003,0,autoencoder@0.95,0.67446274,0.8274495005607605
ec2_cpu_utilization_24ae8d:2995:3011,0,autoencoder@0.95,0.4409397,0.8274495005607605
ec2_cpu_utilization_24ae8d:3003:3019,0,autoencoder@0.95,0.56105024,0.8274495005607605
ec2_cpu_utilization_24ae8d:3011:3027,0,autoencoder@0.95,0.5189648,0.8274495005607605
ec2_cpu_utilization_24ae8d:3019:3035,0,autoencoder@0.95,5.012474,0.8274495005607605
ec2_cpu_utilization_24ae8d:3027:3043,0,autoencoder@0.95,4.894877,0.8274495005607605
ec2_cpu_utilization_24ae8d:3035:3051,0,autoencoder@0.95,0.7634005,0.8274495005607605
ec2_cpu_utilization_24ae8d:3043:3059,0,autoencoder@0.95,0.4551091,0.8274495005607605
ec2_cpu_utilization_24ae8d:3051:3067,0,autoencoder@0.95,0.60546154,0.8274495005607605
ec2_cpu_utilization_24ae8d:3059:3075,0,autoencoder@0.95,0.7692404,0.8274495005607605
ec2_cpu_utilization_24ae8d:3067:3083,0,autoencoder@0.95,0.8961768,0.8274495005607605
ec2_cpu_utilization_24ae8d:3075:3091,0,autoencoder@0.95,0.4740551,0.8274495005607605
ec2_cpu_utilization_24ae8d:3083:3099,0,autoencoder@0.95,0.44825286,0.8274495005607605
ec2_cpu_utilization_24ae8d:3091:3107,0,autoencoder@0.95,0.24300517,0.8274495005607605
ec2_cpu_utilization_24ae8d:3099:3115,0,autoencoder@0.95,0.3160132,0.8274495005607605
ec2_cpu_utilization_24ae8d:3107:3123,0,autoencoder@0.95,0.21964815,0.8274495005607605
ec2_cpu_utilization_24ae8d:3115:3131,0,autoencoder@0.95,0.28676605,0.8274495005607605
ec2_cpu_utilization_24ae8d:3123:3139,0,autoencoder@0.95,0.32869622,0.8274495005607605
ec2_cpu_utilization_24ae8d:3131:3147,0,autoencoder@0.95,0.2880011,0.8274495005607605
ec2_cpu_utilization_24ae8d:3139:3155,0,autoencoder@0.95,0.20350024,0.8274495005607605
ec2_cpu_utilization_24ae8d:3147:3163,0,autoencoder@0.95,0.44177288,0.8274495005607605
ec2_cpu_utilization_24ae8d:3155:3171,0,autoencoder@0.95,0.8068613,0.8274495005607605
ec2_cpu_utilization_24ae8d:3163:3179,0,autoencoder@0.95,0.7872956,0.8274495005607605
ec2_cpu_utilization_24ae8d:3171:3187,0,autoencoder@0.95,0.90441376,0.8274495005607605
ec2_cpu_utilization_24ae8d:3179:3195,0,autoencoder@0.95,1.3047938,0.8274495005607605
ec2_cpu_utilization_24ae8d:3187:3203,0,autoencoder@0.95,0.19410317,0.8274495005607605
ec2_cpu_utilization_24ae8d:3195:3211,0,autoencoder@0.95,0.27478823,0.8274495005607605
ec2_cpu_utilization_24ae8d:3203:3219,0,autoencoder@0.95,0.19009165,0.8274495005607605
ec2_cpu_utilization_24ae8d:2419:2435,0,autoencoder@0.975,0.6694167,5.8173112869262695
ec2_cpu_utilization_24ae8d:2427:2443,0,autoencoder@0.975,1.0556746,5.8173112869262695
ec2_cpu_utilization_24ae8d:2435:2451,0,autoencoder@0.975,0.5550614,5.8173112869262695
ec2_cpu_utilization_24ae8d:2443:2459,0,autoencoder@0.975,0.40962696,5.8173112869262695
ec2_cpu_utilization_24ae8d:2451:2467,0,autoencoder@0.975,6.8131123,5.8173112869262695
ec2_cpu_utilization_24ae8d:2459:2475,0,autoencoder@0.975,7.580208,5.8173112869262695
ec2_cpu_utilization_24ae8d:2467:2483,0,autoencoder@0.975,0.4323309,5.8173112869262695
ec2_cpu_utilization_24ae8d:2475:2491,0,autoencoder@0.975,0.305924,5.8173112869262695
ec2_cpu_utilization_24ae8d:2483:2499,0,autoencoder@0.975,0.24764267,5.8173112869262695
ec2_cpu_utilization_24ae8d:2491:2507,0,autoencoder@0.975,0.4357441,5.8173112869262695
ec2_cpu_utilization_24ae8d:2499:2515,0,autoencoder@0.975,0.43938157,5.8173112869262695
ec2_cpu_utilization_24ae8d:2507:2523,0,autoencoder@0.975,0.4484421,5.8173112869262695
ec2_cpu_utilization_24ae8d:2515:2531,0,autoencoder@0.975,0.5466929,5.8173112869262695
