window_id,truth,detector,score,threshold
exchange-3_cpm_results:1230:1246,0,autoencoder@0.95,1.8819032,0.6429126262664795
exchange-3_cpm_results:1238:1254,0,autoencoder@0.95,0.34399238,0.6429126262664795
exchange-3_cpm_results:1246:1262,0,autoencoder@0.95,0.75742227,0.6429126262664795
exchange-3_cpm_results:1254:1270,0,autoencoder@0.95,0.45331943,0.6429126262664795
exchange-3_cpm_results:1262:1278,0,autoencoder@0.95,0.20676138,0.6429126262664795
exchange-3_cpm_results:1270:1286,0,autoencoder@0.95,0.46918347,0.6429126262664795
exchange-3_cpm_results:1278:1294,0,autoencoder@0.95,0.30739352,0.6429126262664795
exchange-3_cpm_results:1286:1302,0,autoencoder@0.95,0.8102946,0.6429126262664795
exchange-3_cpm_results:1294:1310,0,autoencoder@0.95,1.2411138,0.6429126262664795
exchange-3_cpm_results:1302:1318,0,autoencoder@0.95,0.46521443,0.6429126262664795
exchange-3_cpm_results:1310:1326,0,autoencoder@0.95,0.094996504,0.6429126262664795
exchange-3_cpm_results:1318:1334,0,autoencoder@0.95,0.4212348,0.6429126262664795
exchange-3_cpm_results:1326:1342,0,autoencoder@0.95,1.1114762,0.6429126262664795
exchange-3_cpm_results:1334:1350,0,autoencoder@0.95,0.6236129,0.6429126262664795
exchange-3_cpm_results:1342:1358,0,autoencoder@0.95,0.432126,0.6429126262664795
exchange-3_cpm_results:1350:1366,0,autoencoder@0.95,1.3821503,0.6429126262664795
exchange-3_cpm_results:1358:1374,0,autoencoder@0.95,0.7978194,0.6429126262664795
exchange-3_cpm_results:1366:1382,0,autoencoder@0.95,0.72479004,0.6429126262664795
exchange-3_cpm_results:1374:1390,0,autoencoder@0.95,1.1955001,0.6429126262664795
exchange-3_cpm_results:1382:1398,0,autoencoder@0.95,0.5112917,0.6429126262664795
exchange-3_cpm_results:1390:1406,0,autoencoder@0.95,0.67961955,0.6429126262664795
exchange-3_cpm_results:1398:1414,0,autoencoder@0.95,0.9133694,0.6429126262664795
exchange-3_cpm_results:1406:1422,0,autoencoder@0.95,0.7416991,0.6429126262664795
exchange-3_cpm_results:1414:1430,0,autoencoder@0.95,2.0005794,0.6429126262664795
exchange-3_cpm_results:1422:1438,0,autoencoder@0.95,1.6733729,0.6429126262664795
exchange-3_cpm_results:1430:1446,0,autoencoder@0.95,2.701042,0.6429126262664795
exchange-3_cpm_results:1438:1454,0,autoencoder@0.95,4.056452,0.6429126262664795
exchange-3_cpm_results:1446:1462,0,autoencoder@0.95,2.0203478,0.6429126262664795
exchange-3_cpm_results:1454:1470,0,autoencoder@0.95,2.563669,0.6429126262664795
exchange-3_cpm_results:1462:1478,0,autoencoder@0.95,2.9739754,0.6429126262664795
exchange-3_cpm_results:1470:1486,0,autoencoder@0.95,0.69489443,0.6429126262664795
exchange-3_cpm_results:1478:1494,0,autoencoder@0.95,2.0894556,0.6429126262664795
exchange-3_cpm_results:1486:1502,0,autoencoder@0.95,2.1450384,0.6429126262664795
exchange-3_cpm_results:1494:1510,0,autoencoder@0.95,0.49690935,0.6429126262664795
exchange-3_cpm_results:1502:1518,0,autoencoder@0.95,1.5904444,0.6429126262664795
exchange-3_cpm_results:1510:1526,0,autoencoder@0.95,1.1596205,0.6429126262664795
exchange-3_cpm_results:1518:1534,0,autoencoder@0.95,1.0092672,0.6429126262664795
exchange-3_cpm_results:1230:1246,0,max_abs_z@0.95,4.7046003,2.6522364616394043
exchange-3_cpm_results:1238:1254,0,max_abs_z@0.95,2.3490593,2.6522364616394043
exchange-3_cpm_results:1246:1262,0,max_abs_z@0.95,2.345236,2.6522364616394043
exchange-3_cpm_results:1254:1270,0,max_abs_z@0.95,1.8608302,2.6522364616394043
exchange-3_cpm_results:1262:1278,0,max_abs_z@0.95,1.6061443,2.6522364616394043
exchange-3_cpm_results:1270:1286,0,max_abs_z@0.95,1.6093028,2.6522364616394043
exchange-3_cpm_results:1278:1294,0,max_abs_z@0.95,1.6088623,2.6522364616394043
exchange-3_cpm_results:1286:1302,0,max_abs_z@0.95,3.3432446,2.6522364616394043
exchange-3_cpm_results:1294:1310,0,max_abs_z@0.95,3.3369377,2.6522364616394043
exchange-3_cpm_results:1302:1318,0,max_abs_z@0.95,2.3238363,2.6522364616394043
exchange-3_cpm_results:1310:1326,0,max_abs_z@0.95,0.65918607,2.6522364616394043
exchange-3_cpm_results:1318:1334,0,max_abs_z@0.95,2.5665002,2.6522364616394043
exchange-3_cpm_results:1326:1342,0,max_abs_z@0.95,2.5621338,2.6522364616394043
exchange-3_cpm_results:1334:1350,0,max_abs_z@0.95,2.346833,2.6522364616394043
exchange-3_cpm_results:1342:1358,0,max_abs_z@0.95,2.7002537,2.6522364616394043
exchange-3_cpm_results:1350:1366,0,max_abs_z@0.95,3.0608819,2.6522364616394043
exchange-3_cpm_results:1358:1374,0,max_abs_z@0.95,3.0573232,2.6522364616394043
exchange-3_cpm_results:1366:1382,0,max_abs_z@0.95,2.534955,2.6522364616394043
exchange-3_cpm_results:1374:1390,0,max_abs_z@0.95,2.5301108,2.6522364616394043
exchange-3_cpm_results:1382:1398,0,max_abs_z@0.95,2.3055248,2.6522364616394043
exchange-3_cpm_results:1390:1406,0,max_abs_z@0.95,3.1329384,2.6522364616394043
exchange-3_cpm_results:1398:1414,0,max_abs_z@0.95,3.1261587,2.6522364616394043
exchange-3_cpm_results:1406:1422,0,max_abs_z@0.95,2.6627815,2.6522364616394043
exchange-3_cpm_results:1414:1430,0,max_abs_z@0.95,4.5446544,2.6522364616394043
exchange-3_cpm_results:1422:1438,0,max_abs_z@0.95,4.5353465,2.6522364616394043
exchange-3_cpm_results:1430:1446,0,max_abs_z@0.95,4.6495023,2.6522364616394043
exchange-3_cpm_results:1438:1454,0,max_abs_z@0.95,4.6399317,2.6522364616394043
exchange-3_cpm_results:1446:1462,0,max_abs_z@0.95,4.178332,2.6522364616394043
exchange-3_cpm_results:1454:1470,0,max_abs_z@0.95,6.359809,2.6522364616394043
exchange-3_cpm_results:1462:1478,0,max_abs_z@0.95,6.3459663,2.6522364616394043
exchange-3_cpm_results:1470:1486,0,max_abs_z@0.95,3.1097152,2.6522364616394043
exchange-3_cpm_results:1478:1494,0,max_abs_z@0.95,4.1012354,2.6522364616394043
exchange-3_cpm_results:1486:1502,0,max_abs_z@0.95,4.092375,2.6522364616394043
exchange-3_cpm_results:1494:1510,0,max_abs_z@0.95,2.4593565,2.6522364616394043
exchange-3_cpm_results:1502:1518,0,max_abs_z@0.95,2.9813814,2.6522364616394043
exchange-3_cpm_results:1510:1526,0,max_abs_z@0.95,2.9779863,2.6522364616394043
exchange-3_cpm_results:1518:1534,0,max_abs_z@0.95,3.5401406,2.6522364616394043
exchange-3_cpm_results:1230:1246,0,rolling_128@0.975,41.65445837041046,18.287972103435685
exchange-3_cpm_results:1238:1254,0,rolling_128@0.975,21.903128321221725,18.287972103435685
exchange-3_cpm_results:1246:1262,0,rolling_128@0.975,21.903128321221725,18.287972103435685
exchange-3_cpm_results:1254:1270,0,rolling_128@0.975,19.013669779156483,18.287972103435685
exchange-3_cpm_results:1262:1278,0,rolling_128@0.975,21.907809815312305,18.287972103435685
exchange-3_cpm_results:1270:1286,0,rolling_128@0.975,21.907809815312305,18.287972103435685
exchange-3_cpm_results:1278:1294,0,rolling_128@0.975,18.113809507985987,18.287972103435685
exchange-3_cpm_results:1286:1302,0,rolling_128@0.975,8.146523054338928,18.287972103435685
exchange-3_cpm_results:1294:1310,0,rolling_128@0.975,5.17487969147124,18.287972103435685
exchange-3_cpm_results:1302:1318,0,rolling_128@0.975,2.978203021708438,18.287972103435685
exchange-3_cpm_results:1310:1326,0,rolling_128@0.975,0.8957192368046953,18.287972103435685
exchange-3_cpm_results:1318:1334,0,rolling_128@0.975,2.5624740445760104,18.287972103435685
